date,value,rolling_mean_12
2015-08-31,9.407,9.101208333333334
2015-09-30,9.04425,9.130041666666665
2015-10-31,9.20525,9.1490625
2015-11-30,9.2128,9.159679166666667
2015-12-31,8.98975,9.13145
2016-01-31,8.796600000000002,9.131375
2016-02-29,9.32775,9.187104166666666
2016-03-31,9.35725,9.226225000000001
2016-04-30,9.4735,9.269766666666667
2016-05-31,9.6426,9.293750000000001
2016-06-30,9.76025,9.313479166666667
2016-07-31,9.7548,9.330983333333334
2016-08-31,9.63175,9.3497125
2016-09-30,9.3315,9.37365
2016-10-31,9.1152,9.366145833333333
2016-11-30,9.055,9.352995833333333
2016-12-31,8.9715,9.351474999999999
2017-01-31,8.192666666666666,9.301147222222221
